,N_peaks,Media_proem,Area,Width_peaks,Width_peaks_max,Width_peaks_min,Median,Mode,Mean,Sd
480,1,20.53241,584.21991,17.61097,44.70139,2.33112,29.08333,8.97222,44.01797,43.66431
481,1,11.81250,7328.75694,16.47445,48.29514,1.86156,47.18750,12.61111,517.97141,1172.45202
482,3,10.17052,1718.55556,11.20272,30.07639,0.78782,29.39583,11.27778,172.21814,383.42612
483,2,131.14815,9054.55787,67.86261,487.83333,0.55015,326.56250,14.37500,660.10989,767.36000
484,2,16.36343,1757.95602,11.82129,29.46181,2.97987,31.31250,8.25694,210.42688,588.31523
485,4,12.05845,1484.95370,21.68789,148.60417,0.50000,74.35417,13.70833,123.97835,201.82516
486,1,6.35880,4604.58102,14.38319,43.51736,2.50770,47.34028,13.68750,405.63276,834.45562
487,2,10.37384,1617.42593,18.26779,67.91319,1.90873,64.35417,31.32639,138.15686,237.62196
488,3,9.90432,891.47454,11.76004,31.31597,0.59790,30.50694,10.27083,76.48775,127.06379
489,4,8.37847,3314.05324,18.22974,79.20139,0.58331,64.00000,30.08333,350.09722,705.67312
490,2,37.82060,1735.49769,28.95382,143.62153,2.43219,72.47222,27.36111,119.97141,80.74627
491,2,143.37269,8238.23843,307.21782,2297.64583,0.50000,144.97917,9.21528,535.22059,825.84897
492,1,3.15741,7648.45602,4.08445,9.97222,0.68280,113.75000,3.52778,531.51266,781.64753
493,1,54.48611,2437.83565,33.57839,105.73611,2.98312,34.00694,3.11111,174.48325,319.55595
494,2,96.71759,5391.74306,160.77071,934.04167,0.50000,247.90972,17.54167,343.48080,295.17093
495,0,0.00000,5623.88889,0.00000,0.00000,0.00000,139.81250,26.90278,446.42688,753.47458
496,2,53.38773,2245.41898,47.80764,215.56944,0.68681,118.90278,9.63194,153.02328,132.02881
497,2,64.42361,3241.53704,57.44236,252.95833,1.37954,185.71528,21.39583,197.00613,110.13771
498,2,261.46181,4802.71296,108.21823,524.74306,2.99743,63.50694,4.47917,298.29085,372.60151
499,2,5.64468,1348.23843,60.52576,443.05556,0.50000,15.23611,4.75000,93.27492,148.77598
500,1,16.19676,205.63657,9.74341,20.69097,3.49899,10.08333,2.25694,13.15645,11.50581
501,3,17.46528,678.59028,14.14207,67.29167,0.64260,26.69444,18.08333,41.22998,28.39666
502,1,1927.58102,21659.10648,783.49707,3107.12847,3.05227,225.25694,13.75000,1215.27737,2095.42219
503,2,200.96875,4992.24306,84.75154,620.02083,0.50000,76.41667,17.62500,295.21569,384.84898
504,3,42.79630,1514.46991,22.56614,195.36806,0.50000,21.61806,6.56250,85.61193,122.40325
505,2,39.08796,1378.20602,31.03041,110.91319,1.80341,79.90972,17.55556,84.35498,50.36630
506,1,31.12500,579.90509,17.63367,53.25000,4.07898,23.43750,8.25694,35.64216,26.23432
507,1,7.31713,2557.23611,11.13044,24.87847,1.91519,30.95833,15.50694,235.87908,436.36755
508,4,9.98264,406.44907,11.42090,34.34375,0.68727,22.45139,10.28472,26.39828,11.59290
509,3,115.67515,4766.21528,89.19195,508.90972,0.50000,168.87500,13.98611,274.86601,285.52434
510,1,373.89583,10156.00000,361.40248,1414.92014,2.30486,220.89583,97.69444,721.42851,849.16154
511,2,149.73958,4037.24306,66.74346,448.20833,0.71611,55.56250,20.62500,310.35825,515.24011
512,3,8.26235,2088.28472,23.36980,109.61111,0.53067,68.84722,26.72222,194.04126,446.92826
513,3,11.52083,5143.06713,30.48216,149.17708,0.57104,138.14583,26.43056,384.34150,519.21634
514,2,57.07060,2745.66898,50.90149,233.67014,0.75120,130.23611,28.42361,185.47181,154.85680
515,2,89.09954,9760.03009,409.93326,2907.49653,0.56731,253.15972,22.06944,686.42525,998.02416
516,1,9.19213,2362.50694,10.83029,24.82292,1.99349,52.27778,17.23611,171.28350,223.19072
517,3,30.01775,5972.94907,41.62099,301.87153,0.50000,227.91667,73.62500,394.58824,483.83595
518,3,11.20448,870.45139,14.50149,56.45833,0.83555,35.17361,15.67361,82.93627,141.54066
519,1,9.03935,788.81019,19.07031,49.28125,1.78713,44.04861,9.90972,59.35294,63.62586
520,2,25.54977,1040.91898,18.28781,67.66667,2.90537,46.96528,11.23611,67.36560,51.58090
521,2,310.30787,7759.71296,153.13474,750.36111,2.00925,228.88889,27.06944,458.73039,436.48180
522,2,127.44792,5392.62037,164.87149,946.05556,1.24975,292.88889,15.97222,347.55923,331.82308
523,2,31.45255,4567.51620,98.48568,533.07986,1.13892,257.11806,43.22917,313.82516,202.01353
524,3,90.34722,3149.20833,52.32307,261.47222,0.58729,109.20833,22.46528,194.23897,154.54470
525,2,209.70023,5814.04861,114.26550,451.71875,1.54279,277.76389,28.01389,364.05229,272.82962
526,2,18.59954,1389.77315,13.11388,52.68403,1.21547,17.15278,8.90972,94.66258,178.75192
527,2,84.59028,2919.05556,40.38564,254.63889,0.65651,84.90278,7.00000,220.45629,311.84556
528,3,46.45988,3085.96991,67.77816,522.66319,0.52923,88.20139,22.01389,196.93954,205.93229
529,2,17.08912,564.78472,13.98097,38.61806,2.95281,31.61806,7.49306,40.85090,41.73761
530,2,23.00694,710.45602,17.56049,66.90278,2.77249,32.89583,7.44444,42.85049,30.05687
531,3,19.15818,628.80556,15.46423,54.94792,1.78997,34.88889,5.17361,37.35580,25.27900
532,1,144.32639,2349.51157,60.71468,220.32986,5.24606,60.27083,1.84028,139.58538,150.34759
533,2,117.08102,5633.37269,73.52483,448.93750,0.50000,204.52778,91.19444,372.15400,291.87557
534,3,5.17284,558.39352,10.87359,36.39583,0.50000,34.44444,24.95139,35.46324,8.41270
535,2,9.60880,1926.58796,25.58918,136.85764,1.20394,59.31250,15.86111,137.83415,175.39784
536,2,330.73032,15839.67593,455.08281,1888.28472,0.50000,774.54861,40.88194,995.58292,883.24223
537,2,14.74306,662.65509,17.00304,88.50694,0.94386,22.48611,6.43750,41.93219,35.13992
538,3,19.56096,1105.09722,22.39196,87.51736,0.50000,65.18750,17.00694,66.43505,33.17740
539,2,54.44907,1677.80787,36.07671,192.45833,0.64225,71.47222,9.79167,104.13317,95.56066
540,2,8.35532,13097.42130,44.44523,250.21528,0.52910,248.43750,46.00000,959.18137,1370.81001
541,2,91.07755,4422.03704,61.25392,255.69792,3.02029,200.27778,15.38889,439.97426,745.71097
542,2,22.89120,3164.42593,44.57671,221.54514,1.38147,113.15278,54.79167,277.15645,496.21888
543,2,79.94907,3057.46296,46.66018,285.70486,0.71188,109.76389,34.83333,207.15809,177.61036
544,2,24.20486,1579.55324,41.94968,216.72569,0.50000,80.30556,24.13889,101.35253,58.00592
545,3,54.85108,3955.73148,89.98184,489.01042,0.50000,176.68056,28.31944,282.90645,247.08892
546,1,47.38426,4898.56944,55.58477,207.11111,3.52277,183.41667,31.25000,382.65237,565.52163
547,3,199.31559,20804.56944,568.64395,6285.02778,0.60338,80.56944,14.64583,1382.28145,2366.16972
548,2,103.92130,3224.02083,61.39097,317.72222,2.29117,132.83333,25.11111,190.19567,164.07884
549,0,0.00000,6430.34028,0.00000,0.00000,0.00000,117.02083,36.22917,464.27002,650.71795
550,1,36.21065,5405.54861,24.27443,80.27431,2.86672,101.91667,26.55556,399.20425,680.10816
551,3,70.02701,18300.09722,533.79074,5348.97917,0.55682,567.65278,19.43750,1345.37868,1854.65393
552,1,7.89815,1745.08102,23.81597,72.26389,1.81715,76.25694,8.34028,151.37092,210.05278
553,3,309.87731,10002.04630,135.12174,1372.88889,0.59181,127.00694,16.81944,816.05637,1275.15167
554,2,176.02431,5266.90509,119.53105,802.10069,2.53700,144.90972,13.71528,372.07394,451.09506
555,3,36.19753,5486.07176,161.30776,1568.84375,0.50000,194.05556,17.49306,363.39706,464.83239
556,1,400.54861,7163.30787,167.03175,652.17014,3.23608,164.50000,56.92361,436.51430,440.13028
557,3,115.33025,7122.59491,163.74624,935.42014,0.74173,177.52778,21.67361,482.03350,469.54530
558,2,194.74190,27005.17130,252.56039,1055.99306,0.66449,1090.17361,385.38194,2259.62908,3690.43284
559,3,104.16975,37369.17824,1128.12762,11509.82639,0.54255,1279.52778,53.42361,2666.15319,4007.96122
560,3,283.21682,18103.05556,469.86274,2313.14931,0.60925,1132.63889,166.56250,1216.56536,801.28714
561,3,9.86420,5908.31019,26.49891,94.68750,0.55723,99.22222,44.38889,441.27247,676.34687
562,3,164.17978,10296.06481,129.33037,730.46875,0.79354,423.95833,44.65278,909.46119,1735.01350
563,3,152.65895,8009.55093,179.91284,886.78819,0.50000,486.63194,61.40972,506.10825,383.24898
564,3,208.28086,12466.23843,166.54148,1548.18056,0.93870,312.84722,79.78472,815.10417,826.20899
565,2,194.29398,11757.56019,139.77661,781.09375,0.66419,307.53472,65.36806,848.14869,1122.13332
566,1,221.64120,10334.31944,126.83806,480.39931,2.91283,153.27778,30.90278,697.45792,863.06051
567,3,46.55401,4064.79398,101.62024,872.98264,0.99944,140.13194,13.59028,285.88399,291.21308
568,3,37.43056,7084.55787,66.05466,510.09028,0.73292,157.92361,21.86111,493.77451,685.44187
569,1,97.05324,8965.57176,66.81897,245.83681,3.07370,338.82639,79.99306,614.90645,603.37759
570,1,39.02083,8737.15972,44.21441,149.85764,1.97239,164.23611,23.84722,676.50041,919.04407
571,3,253.82562,12763.62269,168.55098,1519.33333,0.50000,322.11806,36.02083,951.06005,1435.99598
572,2,1999.09028,48183.82639,862.36682,6823.55903,0.74041,125.23611,29.70139,2906.37704,4521.39723
573,1,31.56019,7275.98843,24.43056,68.72222,2.79826,96.68056,14.77083,870.47631,1832.61969
574,3,32.25000,10889.55093,72.55789,324.37847,0.56900,285.50000,186.34028,885.63399,1489.52845
575,2,455.11343,15560.33565,260.21800,1414.82986,2.02443,671.49306,106.44444,1003.76879,862.73450
576,2,429.83102,20028.95139,573.31771,3197.15625,0.50000,1251.80556,0.62500,1307.48325,1057.89230
577,1,158.81250,13004.20370,131.56564,511.73958,2.96309,454.20833,47.63889,1211.72712,2699.29649
578,2,60.85648,9410.19213,207.82552,1476.51042,0.56643,326.18750,105.52778,680.42443,707.65492
579,2,9.86574,5671.31944,31.61198,109.06250,0.69757,113.24306,25.99306,632.70997,1678.01692
580,2,141.22801,5973.85648,73.63781,479.06597,2.86853,96.15278,42.36111,619.53595,1387.30137
581,2,53.54745,7424.88426,353.27945,2668.73264,0.56368,130.91667,23.84028,492.88480,820.49925
582,1,13.94907,7128.28704,27.29156,94.81944,3.50000,109.24306,39.71528,504.49551,932.40201
583,2,47.03009,3790.16435,40.89846,159.45139,2.59766,139.72917,73.53472,256.55596,324.90018
584,1,29.94676,5015.64815,41.34830,147.58681,2.67812,143.57639,38.02083,402.84191,606.61359
585,1,36.49306,5126.62269,33.35070,114.90625,3.06012,123.40972,39.70139,408.60498,593.24707
586,3,18.04861,2358.34491,49.80838,205.02083,0.52039,128.84028,39.12500,180.01593,189.31350
587,3,34.62654,13052.48148,223.55150,2377.66667,1.03915,198.38194,61.76389,877.81699,1103.75406
588,3,79.76852,16083.21991,141.23815,1175.70486,0.50000,252.31250,95.12500,1094.07353,1798.03357
589,1,37.85185,9464.30093,32.50188,115.27778,3.32992,114.75000,25.67361,708.18219,1382.52530
590,2,7.43866,2625.16435,29.17568,98.80556,0.60231,96.54167,56.04861,190.43546,229.29548
591,3,417.58873,17168.06019,311.58946,3358.20833,0.50919,108.47222,8.88194,980.58129,1720.42056
592,2,177.15856,18033.85880,691.26259,5062.15625,0.61442,369.02083,17.12500,1191.23162,1813.87615
593,1,214.61574,12107.70602,109.58149,421.32639,3.39990,402.11806,0.00000,837.95016,1179.81953
594,2,23.88889,1904.70602,27.48817,137.50347,1.69643,102.39583,34.28472,144.05392,166.04165
595,2,156.39583,7975.06713,141.80332,999.76042,2.41564,132.56250,40.40278,526.84314,611.19066
596,2,12.64352,9625.35417,22.21564,64.26736,1.19936,63.61806,21.36111,715.44322,1522.67850
597,2,165.92940,5813.88657,106.35144,789.93056,2.72834,27.56944,11.97222,368.67484,463.81728
598,1,27.00694,11693.36806,77.54456,306.46875,0.50000,269.95833,11.67361,875.69240,1567.74846
599,2,34.53472,4349.99074,60.33515,351.30556,0.94020,80.10417,24.06944,366.31658,736.19832
600,2,101.65394,4082.89815,62.43701,348.80208,1.85447,122.89583,30.67361,301.34477,328.06860
601,3,97.61574,9382.30324,195.53352,1159.48958,1.12016,500.99306,90.11806,599.38930,421.42200
602,3,96.90586,11748.84259,291.18136,1649.40278,0.84539,254.52083,49.31944,733.48979,713.83452
603,2,96.15509,4698.12963,72.64724,331.98264,1.40578,217.58333,9.25000,301.93137,346.93239
604,1,5.06713,8710.57870,34.90750,131.51736,0.55632,331.90278,46.71528,614.45792,840.05220
605,2,35.20602,6749.40046,28.63264,143.73611,1.43162,117.40278,39.78472,492.26266,777.27975
606,2,22.84375,10253.59028,93.86616,404.98611,0.67879,364.87500,138.98611,775.40278,1092.02723
607,2,11.58218,6031.54167,27.53620,106.20833,0.53017,105.05556,31.99306,425.05147,909.65476
608,2,820.46296,19672.37037,371.99981,2478.05208,2.80754,512.24306,37.75694,1186.68627,1562.89483
609,3,108.49306,4907.95370,71.17644,449.79861,1.50333,260.84722,41.88889,289.63807,240.95710
610,0,0.00000,16961.38194,0.00000,0.00000,0.00000,379.00000,11.75694,1247.90319,2140.72195
611,4,51.00810,6194.17593,77.02373,482.26389,0.50000,280.65972,31.50694,395.49142,409.79849
612,4,39.31481,12446.24306,277.02040,3967.06250,0.52937,189.36806,62.11111,888.15727,1260.59482
613,2,29.20833,5335.64583,50.68456,328.06597,1.57318,92.87500,34.70139,502.55760,1008.75085
614,3,310.20988,29572.23843,781.57673,8187.84722,0.64579,577.81944,59.52778,2034.81699,2976.47378
615,2,15.10069,8628.78241,37.53780,168.34722,0.69707,158.52778,52.67361,640.19281,1213.92859
616,4,27.95023,6477.46528,150.33046,1773.36111,0.50000,169.65972,53.02083,481.95016,578.66752
617,2,180.61806,6577.57639,100.27091,624.98958,0.57689,135.83333,28.95833,556.61846,979.43913
618,2,15.91551,8897.42130,100.74292,590.46181,0.53940,186.80556,54.31944,666.94363,1057.44187
619,1,3.62731,5898.38889,7.45364,19.71181,0.55138,24.95139,11.56944,638.37337,1290.47257
620,1,37.94213,4495.77546,31.89299,111.06597,2.60861,130.72917,55.75694,338.59926,428.57967
621,2,12.67477,1887.48611,26.75651,117.14236,1.97065,100.75694,40.36806,134.83129,103.94060
622,1,8.22685,7295.61574,30.10869,101.44444,2.63486,231.10417,88.70139,561.65850,905.45546
623,2,19.61111,2194.10185,35.79955,219.36806,1.50000,141.96528,18.15278,174.36152,216.81160
624,2,52.95949,5831.29861,87.04558,492.24653,1.11962,239.70139,45.59028,430.21487,539.72167
625,4,132.76852,31817.50000,531.11908,6615.58681,0.51134,326.45139,39.50000,2072.08415,2447.76995
626,4,304.79977,26658.88194,429.18057,3899.28472,0.50000,338.27083,48.02778,1591.42157,1793.13415
627,3,16.64120,2634.63194,59.78995,454.95486,0.56956,130.58333,27.43056,202.80188,233.40491
628,2,50.15856,5141.89352,84.01605,487.62153,0.50000,235.39583,46.12500,392.16217,519.76781
629,2,146.08681,4422.56481,80.23052,535.94792,2.83766,137.66667,34.08333,277.26307,292.02135
630,5,31.53889,25202.21528,538.68446,7808.70833,0.50000,117.40972,40.29167,1748.96038,2560.17016
631,3,27.60262,8215.00000,268.59754,2333.52431,0.50000,54.00694,23.22222,586.76552,815.64758
632,3,12.05170,1900.04167,31.68068,266.37500,0.50000,60.00000,19.38194,131.06087,124.68514
633,2,74.51852,5430.01157,126.37675,747.45139,0.50000,379.11806,18.43056,377.54902,300.40836
634,1,93.68056,2516.73611,100.75220,372.86806,1.88775,87.76389,10.68056,173.58252,165.10666
635,4,1070.15567,46280.71065,729.20176,6271.73611,0.50000,748.38889,30.50694,2927.13725,3925.09346
636,2,92.83218,8863.43056,62.28136,335.43750,1.11399,217.05556,83.75694,643.38235,1144.95735
637,2,208.30208,7939.40509,213.76151,1425.15625,2.06208,308.54167,31.31250,519.03431,562.83033
638,4,8.86574,2732.75926,25.16254,100.29167,0.50108,93.02083,55.33333,230.30270,395.94045
639,2,56.43171,2048.76389,42.10050,193.80556,2.03929,116.93056,19.18750,128.42443,99.42124
640,2,98.90972,3570.81019,58.62839,286.34722,2.97317,129.78472,33.88194,224.39992,192.21402
641,2,367.67245,17707.51620,379.27297,2407.02083,1.41578,855.30556,81.33333,1077.13358,983.76118
642,3,61.15895,32951.85648,889.12358,10472.44444,1.25354,95.05556,34.94444,2385.61152,3853.02531
643,3,55.23688,11043.65046,342.44891,3548.26042,0.50000,278.01389,20.02778,747.47590,1143.23061
644,1,27.82639,8806.09028,31.10102,106.55208,2.27112,188.05556,22.04167,766.27206,1516.74958
645,2,5.04167,7885.88657,14.03212,42.03125,0.86623,44.56944,23.92361,600.13685,1275.36408
646,2,13.53935,1756.46991,25.85526,124.22569,2.23709,101.94444,37.56250,121.93709,86.72103
647,2,39.74537,4701.10880,39.24525,149.43056,0.57951,200.05556,45.95833,340.31087,344.73440
648,3,43.73225,9390.17593,325.22520,3589.47917,0.50000,263.89583,21.65278,665.80637,1105.84897
649,3,421.20988,13112.02315,173.52295,1806.78125,0.50650,110.73611,3.84028,705.19894,1328.67807
650,2,13.20023,4414.67593,14.07006,48.14583,0.56272,50.19444,15.48611,352.61887,866.33134
651,1,78.26852,4362.12037,41.23055,146.79861,3.45264,153.06944,32.69444,307.01103,478.96474
652,2,138.20255,5632.03704,164.85782,1240.69444,2.03488,38.89583,7.98611,360.30474,534.18226
653,3,199.64043,10809.49306,156.74878,1015.54514,0.80409,393.25000,53.75694,710.55760,637.31565
654,4,6.46238,5045.95602,19.95992,77.42014,0.58726,66.95139,39.68056,368.21855,746.26542
655,3,61.49614,6583.19213,151.05006,1676.12847,0.70099,37.13194,16.59028,445.05515,640.42414
656,1,5.25231,2814.97222,10.45544,35.28125,1.57370,30.90278,6.96528,217.31944,436.10235
657,3,210.35262,9297.36343,158.29734,934.14931,0.50000,150.25000,26.46528,537.13766,593.60852
658,2,456.63542,10965.76620,207.06330,1600.38542,1.65297,142.20833,13.88889,668.46773,981.66828
659,2,26.55440,2868.17361,39.36709,200.51736,1.76711,102.00694,10.88194,259.09641,376.90050
660,2,147.00579,13051.78704,142.81649,611.40625,0.70593,574.53472,96.78472,862.70261,942.68355
661,1,7.46296,7086.70139,17.40493,51.04167,1.62826,66.64583,28.06250,624.61275,1446.24085
662,2,22.58333,3744.88657,19.88646,89.14931,0.56240,119.05556,25.59028,473.45915,1114.37956
663,2,13.78819,3187.68056,30.67568,126.99653,0.73711,140.79861,43.25694,229.07435,226.91694
664,2,24.96065,1530.80093,24.77877,114.51042,0.50000,71.36111,23.25694,102.04003,74.21711
665,2,10.73032,1101.50926,18.26670,66.21528,1.25161,58.86806,33.00000,72.12949,38.79673
666,3,30.13812,3479.47222,63.46426,516.43403,0.50000,107.27083,45.17361,238.10417,236.15951
667,1,14.85185,1657.93750,19.20209,68.30556,1.75140,66.15278,6.32639,126.14828,158.87125
668,2,11.20370,6380.23611,304.95820,2353.46528,0.50216,52.79861,14.32639,457.83905,757.56421
669,2,10.87037,5975.89583,112.21848,797.10417,0.50000,92.02083,17.30556,514.63685,993.61977
670,2,15.54977,1613.03241,13.78192,64.45139,0.64929,56.93750,9.62500,131.63399,215.45404
671,2,25.07755,2397.41667,33.64514,193.71875,1.37754,37.19444,5.23611,167.37908,257.60299
672,2,19.76273,906.54167,21.47658,76.40972,1.22712,63.68056,6.89583,60.09926,31.41357
673,2,7.14120,3241.79398,30.72479,121.76736,0.63368,116.54167,25.33333,257.35621,302.06145
674,2,57.53588,5493.15509,163.34861,1188.28472,0.50000,106.72222,36.69444,370.56944,428.49846
675,1,10.65972,4344.10880,18.99740,54.98958,1.40783,75.47917,27.31250,366.62541,741.45713
676,4,35.42940,6977.28704,197.13505,1766.34375,0.50000,225.95833,37.27778,464.13154,535.72546
677,1,20.12269,1641.15278,15.31272,39.98264,2.72995,41.75694,13.87500,120.87173,167.87016
678,2,10.71644,5218.18981,27.32755,117.17361,1.04655,74.25694,19.72917,598.61234,1403.96053
679,2,5.94329,1764.99537,14.86762,52.96528,0.51587,29.86806,19.12500,130.69894,165.40109
680,2,6.02315,5649.81944,12.29492,50.02778,0.75773,46.80556,12.26389,404.95466,663.95606
681,3,249.86574,9770.64120,160.86553,1419.73264,0.50000,181.57639,37.00000,559.30147,827.81250
682,2,150.88079,19766.39352,878.65583,5898.84375,0.63928,341.07639,49.49306,1408.56250,2136.50459
683,2,3.74421,681.70833,5.44293,13.58681,0.52778,18.47917,7.38889,57.28554,80.10938
684,3,72.89892,3631.30093,51.96059,365.63194,2.00000,102.40278,16.40972,277.04984,427.07989
685,2,11.94792,2257.84954,21.53472,89.84028,1.06202,68.04167,33.68750,253.23570,672.20707
686,3,12.21528,2473.59954,17.87660,115.17014,0.73651,56.75000,26.02083,180.35662,324.61010
687,2,178.63194,10253.00694,97.17719,685.81597,0.58212,297.33333,38.79861,688.73325,850.46024
688,4,18.31944,3865.32870,74.68041,1000.18056,0.50000,52.24306,18.20833,277.22141,345.27923
689,2,116.94213,5796.46528,212.39119,962.10069,0.51130,281.65278,34.40972,367.67933,322.24464
690,1,31.00926,1688.42824,33.55275,112.47917,3.44825,95.79861,34.35417,139.48121,196.11308
691,0,0.00000,6775.46296,0.00000,0.00000,0.00000,64.34722,20.70833,552.04371,888.99360
692,3,10.71219,11515.39352,22.60693,93.40625,0.50000,81.80556,34.40278,824.68668,1656.57123
693,3,16.51080,6064.60648,27.66779,89.81944,0.62685,92.50000,60.25000,437.84886,790.63634
694,2,13.85417,10852.85185,44.43109,203.83333,1.42809,191.59028,52.33333,825.16299,1243.84469
695,2,20.44907,3797.42130,30.52699,122.63889,0.95918,131.14583,49.08333,344.15482,663.35481
696,4,55.51215,4053.18750,63.72237,674.73611,0.50000,126.96528,19.59028,247.56413,301.35328
697,2,4.87384,2670.07870,11.09194,31.81597,0.51532,31.72917,11.92361,196.69444,350.96766
698,2,14.60764,3154.83565,19.33337,62.00000,0.54545,74.24306,31.04167,252.71119,370.08956
699,1,5.36343,2468.08796,11.84288,30.37153,0.52766,102.18056,28.78472,170.88358,171.40981
700,2,28.03472,3143.28704,58.32421,307.63889,1.03011,104.22222,53.40972,208.59232,209.44948
701,3,15.59568,14421.66435,32.47770,201.85764,0.54324,73.18750,13.86111,1030.34681,2583.04286
702,3,132.52623,6950.57176,142.28504,935.83333,0.50000,205.95139,37.56944,438.02124,410.78970
703,2,46.18750,2338.25926,56.40024,324.55903,0.88479,85.46528,20.83333,166.77982,150.82415
704,0,0.00000,2902.80324,0.00000,0.00000,0.00000,51.31250,25.54861,228.24918,332.05657
705,1,56.75231,20845.49769,204.92686,793.03125,1.45724,244.99306,29.48611,1615.92565,2373.47581
706,2,600.50694,16005.63657,399.52572,3091.66667,2.21444,97.03472,7.88194,909.42443,1579.95660
707,2,31.92477,12066.75463,60.63450,346.94792,0.76340,114.59722,33.50694,896.78758,2126.55713
708,1,41.87500,18212.80556,206.35803,822.75694,0.50000,472.09028,17.40278,1344.53268,2262.45717
709,2,117.52083,3806.33565,67.70236,383.68750,1.68283,131.82639,29.72222,226.63889,218.96898
710,2,41.97454,3960.92361,29.63177,128.50000,1.90552,111.72917,35.73611,272.73979,327.79644
711,3,71.77392,8728.95833,289.42281,2876.83333,0.52327,222.40278,69.97917,581.95507,859.24889
712,2,82.93287,6088.62731,97.07193,597.69444,1.97447,158.89583,18.32639,410.28350,525.11364
713,2,4.03125,1601.74537,10.91019,43.89583,0.54179,37.83333,12.81944,118.62132,180.94953
714,3,8.23457,4598.18519,182.19561,1956.78472,0.50000,58.95833,11.19444,330.29126,632.73131
715,2,2.82755,2325.76157,10.95964,51.46875,0.56567,50.63889,10.03472,185.27614,346.45698
716,2,10.04282,1243.38426,42.12142,274.18056,0.50000,38.38194,8.18056,88.03431,95.03825
717,3,12.63426,466.21296,10.56299,44.97917,0.56579,19.10417,6.06944,29.09273,21.04542
718,2,21.59028,4145.96991,36.09591,169.09028,2.18870,70.90972,24.84028,563.94812,1900.11526
719,0,0.00000,5489.27083,0.00000,0.00000,0.00000,79.25694,19.20139,405.43096,487.97502
